"","dataSource","subject_id","activity","variable","mean"
"758","training",15,"LAYING","frequency_body_acceleration_mean_freq_x",-0.253334628327962
"759","training",15,"LAYING","frequency_body_acceleration_mean_freq_y",0.03573616785709
"760","training",15,"LAYING","frequency_body_acceleration_mean_freq_z",0.0433205583103791
"761","training",15,"LAYING","frequency_body_acceleration_jerk_mean_x",-0.526737079908057
"762","training",15,"LAYING","frequency_body_acceleration_jerk_mean_y",-0.520188260755924
"763","training",15,"LAYING","frequency_body_acceleration_jerk_mean_z",-0.760575538687204
"764","training",15,"LAYING","frequency_body_acceleration_jerk_std_x",-0.513958039670379
"765","training",15,"LAYING","frequency_body_acceleration_jerk_std_y",-0.514537359565071
"766","training",15,"LAYING","frequency_body_acceleration_jerk_std_z",-0.809759000616114
"767","training",15,"LAYING","frequency_body_acceleration_jerk_mean_freq_x",-0.112561716876777
"768","training",15,"LAYING","frequency_body_acceleration_jerk_mean_freq_y",-0.223423367981043
"769","training",15,"LAYING","frequency_body_acceleration_jerk_mean_freq_z",-0.0868515032
"770","training",15,"LAYING","frequency_body_gyro_mean_x",-0.585164839312322
"771","training",15,"LAYING","frequency_body_gyro_mean_y",-0.690853516872038
"772","training",15,"LAYING","frequency_body_gyro_mean_z",-0.654443560208531
"773","training",15,"LAYING","frequency_body_gyro_std_x",-0.644832194701422
"774","training",15,"LAYING","frequency_body_gyro_std_y",-0.583131453384834
"775","training",15,"LAYING","frequency_body_gyro_std_z",-0.712003484597156
"776","training",15,"LAYING","frequency_body_gyro_mean_freq_x",-0.177228688692227
"777","training",15,"LAYING","frequency_body_gyro_mean_freq_y",-0.220588187704739
"778","training",15,"LAYING","frequency_body_gyro_mean_freq_z",-0.0443460044701422
"779","training",15,"LAYING","frequency_body_acceleration_magnitude_mean",-0.433559583665166
"780","training",15,"LAYING","frequency_body_acceleration_magnitude_std",-0.510007158478673
"781","training",15,"LAYING","frequency_body_acceleration_magnitude_mean_freq",0.0446842194545024
"782","training",15,"LAYING","frequency_body_body_acceleration_jerk_magnitude_mean",-0.499043307067773
"783","training",15,"LAYING","frequency_body_body_acceleration_jerk_magnitude_std",-0.536544785117536
"784","training",15,"LAYING","frequency_body_body_acceleration_jerk_magnitude_mean_freq",0.141086167830332
"785","training",15,"LAYING","frequency_body_body_gyro_magnitude_mean",-0.66259674492891
"786","training",15,"LAYING","frequency_body_body_gyro_magnitude_std",-0.615121864104265
"787","training",15,"LAYING","frequency_body_body_gyro_magnitude_mean_freq",-0.161768543574885
"788","training",15,"LAYING","frequency_body_body_gyro_jerk_magnitude_mean",-0.798769752085308
"789","training",15,"LAYING","frequency_body_body_gyro_jerk_magnitude_std",-0.819253405687204
"790","training",15,"LAYING","frequency_body_body_gyro_jerk_magnitude_mean_freq",0.101842106646967
"791","training",15,"SITTING","time_body_acceleration_mean_x",0.280809008017094
"792","training",15,"SITTING","time_body_acceleration_mean_y",-0.0132570659288889
"793","training",15,"SITTING","time_body_acceleration_mean_z",-0.113025363495726
"794","training",15,"SITTING","time_body_acceleration_std_x",-0.826851429401709
"795","training",15,"SITTING","time_body_acceleration_std_y",-0.691050465065556
"796","training",15,"SITTING","time_body_acceleration_std_z",-0.806190698290598
"797","training",15,"SITTING","time_gravity_acceleration_mean_x",0.603031476957265
"798","training",15,"SITTING","time_gravity_acceleration_mean_y",0.209283010478632
"799","training",15,"SITTING","time_gravity_acceleration_mean_z",0.167747283709402
"800","training",15,"SITTING","time_gravity_acceleration_std_x",-0.974854731965812
"801","training",15,"SITTING","time_gravity_acceleration_std_y",-0.961288858119658
"802","training",15,"SITTING","time_gravity_acceleration_std_z",-0.944647789230769
"803","training",15,"SITTING","time_body_acceleration_jerk_mean_x",0.0792114288461538
"804","training",15,"SITTING","time_body_acceleration_jerk_mean_y",0.00152009843911966
"805","training",15,"SITTING","time_body_acceleration_jerk_mean_z",-0.00206178643661538
"806","training",15,"SITTING","time_body_acceleration_jerk_std_x",-0.850631311880342
"807","training",15,"SITTING","time_body_acceleration_jerk_std_y",-0.762466469229829
"808","training",15,"SITTING","time_body_acceleration_jerk_std_z",-0.898378291196581
"809","training",15,"SITTING","time_body_gyro_mean_x",-0.0295732821739316
"810","training",15,"SITTING","time_body_gyro_mean_y",-0.0752465887078632
"811","training",15,"SITTING","time_body_gyro_mean_z",0.0961329630241026
"812","training",15,"SITTING","time_body_gyro_std_x",-0.820116960683761
"813","training",15,"SITTING","time_body_gyro_std_y",-0.873559637094017
"814","training",15,"SITTING","time_body_gyro_std_z",-0.807462596923077
"815","training",15,"SITTING","time_body_gyro_jerk_mean_x",-0.100031223103419
"816","training",15,"SITTING","time_body_gyro_jerk_mean_y",-0.0431672344152137
"817","training",15,"SITTING","time_body_gyro_jerk_mean_z",-0.0583139570564103
"818","training",15,"SITTING","time_body_gyro_jerk_std_x",-0.818156647435897
"819","training",15,"SITTING","time_body_gyro_jerk_std_y",-0.931336247094017
"820","training",15,"SITTING","time_body_gyro_jerk_std_z",-0.875100433760684
"821","training",15,"SITTING","time_body_acceleration_magnitude_mean",-0.768194785982906
"822","training",15,"SITTING","time_body_acceleration_magnitude_std",-0.79597625042735
"823","training",15,"SITTING","time_gravity_acceleration_magnitude_mean",-0.768194785982906
"824","training",15,"SITTING","time_gravity_acceleration_magnitude_std",-0.79597625042735
"825","training",15,"SITTING","time_body_acceleration_jerk_magnitude_mean",-0.831122100119658
"826","training",15,"SITTING","time_body_acceleration_jerk_magnitude_std",-0.82849657982906
"827","training",15,"SITTING","time_body_gyro_magnitude_mean",-0.794331126068376
"828","training",15,"SITTING","time_body_gyro_magnitude_std",-0.829068243247863
"829","training",15,"SITTING","time_body_gyro_jerk_magnitude_mean",-0.887257107264957
"830","training",15,"SITTING","time_body_gyro_jerk_magnitude_std",-0.901945432051282
"831","training",15,"SITTING","frequency_body_acceleration_mean_x",-0.830611793846154
"832","training",15,"SITTING","frequency_body_acceleration_mean_y",-0.708655836926581
"833","training",15,"SITTING","frequency_body_acceleration_mean_z",-0.835941643333333
"834","training",15,"SITTING","frequency_body_acceleration_std_x",-0.82564340974359
"835","training",15,"SITTING","frequency_body_acceleration_std_y",-0.701657807514103
"836","training",15,"SITTING","frequency_body_acceleration_std_z",-0.805758260940171
"837","training",15,"SITTING","frequency_body_acceleration_mean_freq_x",-0.156062980959829
"838","training",15,"SITTING","frequency_body_acceleration_mean_freq_y",0.0771493069478632
"839","training",15,"SITTING","frequency_body_acceleration_mean_freq_z",0.0408855120777778
"840","training",15,"SITTING","frequency_body_acceleration_jerk_mean_x",-0.853986995641026
"841","training",15,"SITTING","frequency_body_acceleration_jerk_mean_y",-0.770308716242735
"842","training",15,"SITTING","frequency_body_acceleration_jerk_mean_z",-0.886639470512821
"843","training",15,"SITTING","frequency_body_acceleration_jerk_std_x",-0.860732858974359
"844","training",15,"SITTING","frequency_body_acceleration_jerk_std_y",-0.770538620786325
"845","training",15,"SITTING","frequency_body_acceleration_jerk_std_z",-0.908865630769231
"846","training",15,"SITTING","frequency_body_acceleration_jerk_mean_freq_x",0.065551703203906
"847","training",15,"SITTING","frequency_body_acceleration_jerk_mean_freq_y",-0.150493441852991
"848","training",15,"SITTING","frequency_body_acceleration_jerk_mean_freq_z",-0.0502162688709402
"849","training",15,"SITTING","frequency_body_gyro_mean_x",-0.807166423675214
"850","training",15,"SITTING","frequency_body_gyro_mean_y",-0.886694450854701
"851","training",15,"SITTING","frequency_body_gyro_mean_z",-0.813540323846154
"852","training",15,"SITTING","frequency_body_gyro_std_x",-0.825663846837607
"853","training",15,"SITTING","frequency_body_gyro_std_y",-0.867323219316239
"854","training",15,"SITTING","frequency_body_gyro_std_z",-0.823279706581197
"855","training",15,"SITTING","frequency_body_gyro_mean_freq_x",-0.0819909034700855
"856","training",15,"SITTING","frequency_body_gyro_mean_freq_y",-0.224931472142735
"857","training",15,"SITTING","frequency_body_gyro_mean_freq_z",-0.0825567520817094
"858","training",15,"SITTING","frequency_body_acceleration_magnitude_mean",-0.796290599726496
"859","training",15,"SITTING","frequency_body_acceleration_magnitude_std",-0.828611387435897
"860","training",15,"SITTING","frequency_body_acceleration_magnitude_mean_freq",0.0916238208645299
"861","training",15,"SITTING","frequency_body_body_acceleration_jerk_magnitude_mean",-0.823607151196581
"862","training",15,"SITTING","frequency_body_body_acceleration_jerk_magnitude_std",-0.835266949905983
"863","training",15,"SITTING","frequency_body_body_acceleration_jerk_magnitude_mean_freq",0.189635915875214
"864","training",15,"SITTING","frequency_body_body_gyro_magnitude_mean",-0.858269066666667
"865","training",15,"SITTING","frequency_body_body_gyro_magnitude_std",-0.840026069145299
"866","training",15,"SITTING","frequency_body_body_gyro_magnitude_mean_freq",-0.127881717177009
"867","training",15,"SITTING","frequency_body_body_gyro_jerk_magnitude_mean",-0.905389773931624
"868","training",15,"SITTING","frequency_body_body_gyro_jerk_magnitude_std",-0.904424235384615
"869","training",15,"SITTING","frequency_body_body_gyro_jerk_magnitude_mean_freq",0.0842207039249573
"870","training",16,"LAYING","time_body_acceleration_mean_x",0.277887440374317
"871","training",16,"LAYING","time_body_acceleration_mean_y",-0.0158567888309016
"872","training",16,"LAYING","time_body_acceleration_mean_z",-0.107263924445355
"873","training",16,"LAYING","time_body_acceleration_std_x",-0.668161498298634
"874","training",16,"LAYING","time_body_acceleration_std_y",-0.649947067892896
"875","training",16,"LAYING","time_body_acceleration_std_z",-0.603819902386066
"876","training",16,"LAYING","time_gravity_acceleration_mean_x",0.700906130308743
"877","training",16,"LAYING","time_gravity_acceleration_mean_y",-0.0605235993797814
"878","training",16,"LAYING","time_gravity_acceleration_mean_z",0.0402075536234973
"879","training",16,"LAYING","time_gravity_acceleration_std_x",-0.971156432131148
"880","training",16,"LAYING","time_gravity_acceleration_std_y",-0.964727519945355
"881","training",16,"LAYING","time_gravity_acceleration_std_z",-0.945294028639344
"882","training",16,"LAYING","time_body_acceleration_jerk_mean_x",0.0775488885374317
"883","training",16,"LAYING","time_body_acceleration_jerk_mean_y",0.00884018328270219
"884","training",16,"LAYING","time_body_acceleration_jerk_mean_z",-0.00143730005564208
"885","training",16,"LAYING","time_body_acceleration_jerk_std_x",-0.72786174352459
"886","training",16,"LAYING","time_body_acceleration_jerk_std_y",-0.735080198043716
"887","training",16,"LAYING","time_body_acceleration_jerk_std_z",-0.767873049380055
"888","training",16,"LAYING","time_body_gyro_mean_x",-0.0122341446725137
"889","training",16,"LAYING","time_body_gyro_mean_y",-0.0724444803980874
"890","training",16,"LAYING","time_body_gyro_mean_z",0.0730144651530055
"891","training",16,"LAYING","time_body_gyro_std_x",-0.799534450491803
"892","training",16,"LAYING","time_body_gyro_std_y",-0.810124133715847
"893","training",16,"LAYING","time_body_gyro_std_z",-0.737629967961749
"894","training",16,"LAYING","time_body_gyro_jerk_mean_x",-0.107361614801257
"895","training",16,"LAYING","time_body_gyro_jerk_mean_y",-0.0416615668939617
"896","training",16,"LAYING","time_body_gyro_jerk_mean_z",-0.0539470410873497
"897","training",16,"LAYING","time_body_gyro_jerk_std_x",-0.858298719153005
"898","training",16,"LAYING","time_body_gyro_jerk_std_y",-0.86957312057377
"899","training",16,"LAYING","time_body_gyro_jerk_std_z",-0.837039926065574
"900","training",16,"LAYING","time_body_acceleration_magnitude_mean",-0.616131116889044
"901","training",16,"LAYING","time_body_acceleration_magnitude_std",-0.661719690491803
"902","training",16,"LAYING","time_gravity_acceleration_magnitude_mean",-0.616131116889044
"903","training",16,"LAYING","time_gravity_acceleration_magnitude_std",-0.661719690491803
"904","training",16,"LAYING","time_body_acceleration_jerk_magnitude_mean",-0.725246870486339
"905","training",16,"LAYING","time_body_acceleration_jerk_magnitude_std",-0.719647028238525
"906","training",16,"LAYING","time_body_gyro_magnitude_mean",-0.718168775628415
"907","training",16,"LAYING","time_body_gyro_magnitude_std",-0.78482286579235
"908","training",16,"LAYING","time_body_gyro_jerk_magnitude_mean",-0.860446372459016
"909","training",16,"LAYING","time_body_gyro_jerk_magnitude_std",-0.87480016568306
"910","training",16,"LAYING","frequency_body_acceleration_mean_x",-0.700885147341803
"911","training",16,"LAYING","frequency_body_acceleration_mean_y",-0.671572147098798
"912","training",16,"LAYING","frequency_body_acceleration_mean_z",-0.660989948160437
"913","training",16,"LAYING","frequency_body_acceleration_std_x",-0.656969045058415
"914","training",16,"LAYING","frequency_body_acceleration_std_y",-0.661844530506831
"915","training",16,"LAYING","frequency_body_acceleration_std_z",-0.605646725307104
"916","training",16,"LAYING","frequency_body_acceleration_mean_freq_x",-0.238570460241803
"917","training",16,"LAYING","frequency_body_acceleration_mean_freq_y",-0.0276434719766667
"918","training",16,"LAYING","frequency_body_acceleration_mean_freq_z",0.0278234635724863
"919","training",16,"LAYING","frequency_body_acceleration_jerk_mean_x",-0.744662041612022
"920","training",16,"LAYING","frequency_body_acceleration_jerk_mean_y",-0.748627001551913
"921","training",16,"LAYING","frequency_body_acceleration_jerk_mean_z",-0.752302172079235
"922","training",16,"LAYING","frequency_body_acceleration_jerk_std_x",-0.73477673661306
"923","training",16,"LAYING","frequency_body_acceleration_jerk_std_y",-0.738434398105465
"924","training",16,"LAYING","frequency_body_acceleration_jerk_std_z",-0.782089515344262
"925","training",16,"LAYING","frequency_body_acceleration_jerk_mean_freq_x",-0.0318889109278689
"926","training",16,"LAYING","frequency_body_acceleration_jerk_mean_freq_y",-0.194511969031749
"927","training",16,"LAYING","frequency_body_acceleration_jerk_mean_freq_z",-0.170592442202459
"928","training",16,"LAYING","frequency_body_gyro_mean_x",-0.789780147036612
"929","training",16,"LAYING","frequency_body_gyro_mean_y",-0.815962130027322
"930","training",16,"LAYING","frequency_body_gyro_mean_z",-0.756286641721311
"931","training",16,"LAYING","frequency_body_gyro_std_x",-0.804991831502732
"932","training",16,"LAYING","frequency_body_gyro_std_y",-0.809421448142077
"933","training",16,"LAYING","frequency_body_gyro_std_z",-0.756993640724044
"934","training",16,"LAYING","frequency_body_gyro_mean_freq_x",-0.137899091231284
"935","training",16,"LAYING","frequency_body_gyro_mean_freq_y",-0.158018408842896
"936","training",16,"LAYING","frequency_body_gyro_mean_freq_z",-0.0538946293731967
"937","training",16,"LAYING","frequency_body_acceleration_magnitude_mean",-0.666962508246721
"938","training",16,"LAYING","frequency_body_acceleration_magnitude_std",-0.712680990765301
"939","training",16,"LAYING","frequency_body_acceleration_magnitude_mean_freq",0.0558668214710383
"940","training",16,"LAYING","frequency_body_body_acceleration_jerk_magnitude_mean",-0.713167613706148
"941","training",16,"LAYING","frequency_body_body_acceleration_jerk_magnitude_std",-0.729869398769672
"942","training",16,"LAYING","frequency_body_body_acceleration_jerk_magnitude_mean_freq",0.221683632275519
"943","training",16,"LAYING","frequency_body_body_gyro_magnitude_mean",-0.81712881920765
"944","training",16,"LAYING","frequency_body_body_gyro_magnitude_std",-0.802078223409836
"945","training",16,"LAYING","frequency_body_body_gyro_magnitude_mean_freq",-0.0501221341519126
"946","training",16,"LAYING","frequency_body_body_gyro_jerk_magnitude_mean",-0.87277228273224
"947","training",16,"LAYING","frequency_body_body_gyro_jerk_magnitude_std",-0.886533212213115
"948","training",16,"LAYING","frequency_body_body_gyro_jerk_magnitude_mean_freq",0.153211239562049
"949","training",17,"LAYING","time_body_acceleration_mean_x",0.274029548065217
"950","training",17,"LAYING","time_body_acceleration_mean_y",-0.0175416045074728
"951","training",17,"LAYING","time_body_acceleration_mean_z",-0.109199853130082
"952","training",17,"LAYING","time_body_acceleration_std_x",-0.608455243870734
"953","training",17,"LAYING","time_body_acceleration_std_y",-0.567005319464348
"954","training",17,"LAYING","time_body_acceleration_std_z",-0.660582755619022
"955","training",17,"LAYING","time_gravity_acceleration_mean_x",0.69893741138587
"956","training",17,"LAYING","time_gravity_acceleration_mean_y",-0.013734698125
"957","training",17,"LAYING","time_gravity_acceleration_mean_z",-0.0177042428953804
"958","training",17,"LAYING","time_gravity_acceleration_std_x",-0.971771652907609
"959","training",17,"LAYING","time_gravity_acceleration_std_y",-0.958810046467391
"960","training",17,"LAYING","time_gravity_acceleration_std_z",-0.949039213831522
"961","training",17,"LAYING","time_body_acceleration_jerk_mean_x",0.0814060565059783
"962","training",17,"LAYING","time_body_acceleration_jerk_mean_y",0.00848949673339674
"963","training",17,"LAYING","time_body_acceleration_jerk_mean_z",0.00270288011005435
"964","training",17,"LAYING","time_body_acceleration_jerk_std_x",-0.682603096154891
"965","training",17,"LAYING","time_body_acceleration_jerk_std_y",-0.668693821044565
"966","training",17,"LAYING","time_body_acceleration_jerk_std_z",-0.813339560652174
"967","training",17,"LAYING","time_body_gyro_mean_x",-0.0146686177049565
"968","training",17,"LAYING","time_body_gyro_mean_y",-0.082710926198038
"969","training",17,"LAYING","time_body_gyro_mean_z",0.077025064375462
"970","training",17,"LAYING","time_body_gyro_std_x",-0.759011119945652
"971","training",17,"LAYING","time_body_gyro_std_y",-0.764867040625
"972","training",17,"LAYING","time_body_gyro_std_z",-0.720741038680163
"973","training",17,"LAYING","time_body_gyro_jerk_mean_x",-0.107854170946467
"974","training",17,"LAYING","time_body_gyro_jerk_mean_y",-0.039171944702962
"975","training",17,"LAYING","time_body_gyro_jerk_mean_z",-0.0508496510874185
"976","training",17,"LAYING","time_body_gyro_jerk_std_x",-0.788387981630435
"977","training",17,"LAYING","time_body_gyro_jerk_std_y",-0.825988662771739
"978","training",17,"LAYING","time_body_gyro_jerk_std_z",-0.808251302907609
"979","training",17,"LAYING","time_body_acceleration_magnitude_mean",-0.568367244093859
"980","training",17,"LAYING","time_body_acceleration_magnitude_std",-0.636074477703533
"981","training",17,"LAYING","time_gravity_acceleration_magnitude_mean",-0.568367244093859
"982","training",17,"LAYING","time_gravity_acceleration_magnitude_std",-0.636074477703533
"983","training",17,"LAYING","time_body_acceleration_jerk_magnitude_mean",-0.696465197235054
"984","training",17,"LAYING","time_body_acceleration_jerk_magnitude_std",-0.693946394750815
"985","training",17,"LAYING","time_body_gyro_magnitude_mean",-0.676185123284103
"986","training",17,"LAYING","time_body_gyro_magnitude_std",-0.750145260967391
"987","training",17,"LAYING","time_body_gyro_jerk_magnitude_mean",-0.810438232853261
"988","training",17,"LAYING","time_body_gyro_jerk_magnitude_std",-0.825255969701087
"989","training",17,"LAYING","frequency_body_acceleration_mean_x",-0.651780423718288
"990","training",17,"LAYING","frequency_body_acceleration_mean_y",-0.601741376260245
"991","training",17,"LAYING","frequency_body_acceleration_mean_z",-0.718947424896739
"992","training",17,"LAYING","frequency_body_acceleration_std_x",-0.59351017342337
"993","training",17,"LAYING","frequency_body_acceleration_std_y",-0.576930056063587
"994","training",17,"LAYING","frequency_body_acceleration_std_z",-0.656622932009511
"995","training",17,"LAYING","frequency_body_acceleration_mean_freq_x",-0.226292383353533
"996","training",17,"LAYING","frequency_body_acceleration_mean_freq_y",0.00529992922366848
"997","training",17,"LAYING","frequency_body_acceleration_mean_freq_z",0.00755635803706522
"998","training",17,"LAYING","frequency_body_acceleration_jerk_mean_x",-0.716681622653533
"999","training",17,"LAYING","frequency_body_acceleration_jerk_mean_y",-0.694754837788043
"1000","training",17,"LAYING","frequency_body_acceleration_jerk_mean_z",-0.802528785896739
"1001","training",17,"LAYING","frequency_body_acceleration_jerk_std_x",-0.67654494089212
"1002","training",17,"LAYING","frequency_body_acceleration_jerk_std_y",-0.663158393238587
"1003","training",17,"LAYING","frequency_body_acceleration_jerk_std_z",-0.822801747581522
"1004","training",17,"LAYING","frequency_body_acceleration_jerk_mean_freq_x",-0.0799059758048913
"1005","training",17,"LAYING","frequency_body_acceleration_jerk_mean_freq_y",-0.161634762970163
"1006","training",17,"LAYING","frequency_body_acceleration_jerk_mean_freq_z",-0.162384817735924
"1007","training",17,"LAYING","frequency_body_gyro_mean_x",-0.728710411180707
"1008","training",17,"LAYING","frequency_body_gyro_mean_y",-0.774745258994565
"1009","training",17,"LAYING","frequency_body_gyro_mean_z",-0.726857840652174
"1010","training",17,"LAYING","frequency_body_gyro_std_x",-0.770057225710326
"1011","training",17,"LAYING","frequency_body_gyro_std_y",-0.761335243695652
"1012","training",17,"LAYING","frequency_body_gyro_std_z",-0.745101477910326
"1013","training",17,"LAYING","frequency_body_gyro_mean_freq_x",-0.0811027581206794
"1014","training",17,"LAYING","frequency_body_gyro_mean_freq_y",-0.106778297950136
"1015","training",17,"LAYING","frequency_body_gyro_mean_freq_z",-0.0322664579146196
"1016","training",17,"LAYING","frequency_body_acceleration_magnitude_mean",-0.646189154826902
"1017","training",17,"LAYING","frequency_body_acceleration_magnitude_std",-0.687536943227717
"1018","training",17,"LAYING","frequency_body_acceleration_magnitude_mean_freq",0.035532440850462
"1019","training",17,"LAYING","frequency_body_body_acceleration_jerk_magnitude_mean",-0.697575558993207
"1020","training",17,"LAYING","frequency_body_body_acceleration_jerk_magnitude_std",-0.692595778979891
"1021","training",17,"LAYING","frequency_body_body_acceleration_jerk_magnitude_mean_freq",0.216394127864783
"1022","training",17,"LAYING","frequency_body_body_gyro_magnitude_mean",-0.769498551467391
"1023","training",17,"LAYING","frequency_body_body_gyro_magnitude_std",-0.782232494673913
"1024","training",17,"LAYING","frequency_body_body_gyro_magnitude_mean_freq",0.00488337138671196
"1025","training",17,"LAYING","frequency_body_body_gyro_jerk_magnitude_mean",-0.829124468315217
"1026","training",17,"LAYING","frequency_body_body_gyro_jerk_magnitude_std",-0.833701023152174
"1027","training",17,"LAYING","frequency_body_body_gyro_jerk_magnitude_mean_freq",0.232792536134511
"1028","training",19,"LAYING","time_body_acceleration_mean_x",0.269723487105556
"1029","training",19,"LAYING","time_body_acceleration_mean_y",-0.0182031515710306
"1030","training",19,"LAYING","time_body_acceleration_mean_z",-0.118277180099383
"1031","training",19,"LAYING","time_body_acceleration_std_x",-0.574658922919194
"1032","training",19,"LAYING","time_body_acceleration_std_y",-0.507035084992639
"1033","training",19,"LAYING","time_body_acceleration_std_z",-0.649184726556944
"1034","training",19,"LAYING","time_gravity_acceleration_mean_x",0.475323016
"1035","training",19,"LAYING","time_gravity_acceleration_mean_y",0.0964052626666667
"1036","training",19,"LAYING","time_gravity_acceleration_mean_z",0.233011401195083
"1037","training",19,"LAYING","time_gravity_acceleration_std_x",-0.958290447861111
"1038","training",19,"LAYING","time_gravity_acceleration_std_y",-0.95925383425
"1039","training",19,"LAYING","time_gravity_acceleration_std_z",-0.94180028475
"1040","training",19,"LAYING","time_body_acceleration_jerk_mean_x",0.0774171147766389
"1041","training",19,"LAYING","time_body_acceleration_jerk_mean_y",0.0115812421960876
"1042","training",19,"LAYING","time_body_acceleration_jerk_mean_z",-0.00186198850195833
"1043","training",19,"LAYING","time_body_acceleration_jerk_std_x",-0.571088266146083
"1044","training",19,"LAYING","time_body_acceleration_jerk_std_y",-0.571311190432222
"1045","training",19,"LAYING","time_body_acceleration_jerk_std_z",-0.705342976190833
"1046","training",19,"LAYING","time_body_gyro_mean_x",-0.0385723953346511
"1047","training",19,"LAYING","time_body_gyro_mean_y",-0.0681420603177778
"1048","training",19,"LAYING","time_body_gyro_mean_z",0.0883609591559167
"1049","training",19,"LAYING","time_body_gyro_std_x",-0.637789914575556
"1050","training",19,"LAYING","time_body_gyro_std_y",-0.643866300560306
"1051","training",19,"LAYING","time_body_gyro_std_z",-0.645682212189167
"1052","training",19,"LAYING","time_body_gyro_jerk_mean_x",-0.0895939425055556
"1053","training",19,"LAYING","time_body_gyro_jerk_mean_y",-0.0383208736670278
"1054","training",19,"LAYING","time_body_gyro_jerk_mean_z",-0.0569649444286944
"1055","training",19,"LAYING","time_body_gyro_jerk_std_x",-0.618836206634444
"1056","training",19,"LAYING","time_body_gyro_jerk_std_y",-0.725991380623889
"1057","training",19,"LAYING","time_body_gyro_jerk_std_z",-0.686684583831583
"1058","training",19,"LAYING","time_body_acceleration_magnitude_mean",-0.531507362111361
"1059","training",19,"LAYING","time_body_acceleration_magnitude_std",-0.599552767486306
"1060","training",19,"LAYING","time_gravity_acceleration_magnitude_mean",-0.531507362111361
"1061","training",19,"LAYING","time_gravity_acceleration_magnitude_std",-0.599552767486306
"1062","training",19,"LAYING","time_body_acceleration_jerk_magnitude_mean",-0.5762252472125
"1063","training",19,"LAYING","time_body_acceleration_jerk_magnitude_std",-0.601918552871944
"1064","training",19,"LAYING","time_body_gyro_magnitude_mean",-0.548919668132222
"1065","training",19,"LAYING","time_body_gyro_magnitude_std",-0.610093380740278
"1066","training",19,"LAYING","time_body_gyro_jerk_magnitude_mean",-0.683436541824444
"1067","training",19,"LAYING","time_body_gyro_jerk_magnitude_std",-0.7255986988425
"1068","training",19,"LAYING","frequency_body_acceleration_mean_x",-0.587050355097528
"1069","training",19,"LAYING","frequency_body_acceleration_mean_y",-0.521888076609778
"1070","training",19,"LAYING","frequency_body_acceleration_mean_z",-0.647026298284028
"1071","training",19,"LAYING","frequency_body_acceleration_std_x",-0.5708979748225
"1072","training",19,"LAYING","frequency_body_acceleration_std_y",-0.530901585022361
"1073","training",19,"LAYING","frequency_body_acceleration_std_z",-0.680291382637222
"1074","training",19,"LAYING","frequency_body_acceleration_mean_freq_x",-0.212433282953944
"1075","training",19,"LAYING","frequency_body_acceleration_mean_freq_y",0.0703873634217222
"1076","training",19,"LAYING","frequency_body_acceleration_mean_freq_z",0.160383893888278
"1077","training",19,"LAYING","frequency_body_acceleration_jerk_mean_x",-0.593157169174611
"1078","training",19,"LAYING","frequency_body_acceleration_jerk_mean_y",-0.596694943936944
"1079","training",19,"LAYING","frequency_body_acceleration_jerk_mean_z",-0.680924493180556
"1080","training",19,"LAYING","frequency_body_acceleration_jerk_std_x",-0.586910128980833
"1081","training",19,"LAYING","frequency_body_acceleration_jerk_std_y",-0.572596722878
"1082","training",19,"LAYING","frequency_body_acceleration_jerk_std_z",-0.728521901498861
"1083","training",19,"LAYING","frequency_body_acceleration_jerk_mean_freq_x",0.00263882956916667
"1084","training",19,"LAYING","frequency_body_acceleration_jerk_mean_freq_y",-0.160787596137611
"1085","training",19,"LAYING","frequency_body_acceleration_jerk_mean_freq_z",0.00225579910068611
"1086","training",19,"LAYING","frequency_body_gyro_mean_x",-0.553089575942778
"1087","training",19,"LAYING","frequency_body_gyro_mean_y",-0.641337299817778
"1088","training",19,"LAYING","frequency_body_gyro_mean_z",-0.602625307818389
"1089","training",19,"LAYING","frequency_body_gyro_std_x",-0.666071315599889
"1090","training",19,"LAYING","frequency_body_gyro_std_y",-0.650105402347778
"1091","training",19,"LAYING","frequency_body_gyro_std_z",-0.694729075491667
"1092","training",19,"LAYING","frequency_body_gyro_mean_freq_x",-0.0321842609068333
"1093","training",19,"LAYING","frequency_body_gyro_mean_freq_y",-0.19629760694
"1094","training",19,"LAYING","frequency_body_gyro_mean_freq_z",-0.0415013769106389
"1095","training",19,"LAYING","frequency_body_acceleration_magnitude_mean",-0.556404444967972
"1096","training",19,"LAYING","frequency_body_acceleration_magnitude_std",-0.689860920113889
"1097","training",19,"LAYING","frequency_body_acceleration_magnitude_mean_freq",0.115775170635767
"1098","training",19,"LAYING","frequency_body_body_acceleration_jerk_magnitude_mean",-0.576064647812278
"1099","training",19,"LAYING","frequency_body_body_acceleration_jerk_magnitude_std",-0.641089005857778
"1100","training",19,"LAYING","frequency_body_body_acceleration_jerk_magnitude_mean_freq",0.232074775101389
"1101","training",19,"LAYING","frequency_body_body_gyro_magnitude_mean",-0.636287999799167
"1102","training",19,"LAYING","frequency_body_body_gyro_magnitude_std",-0.662325968145833
"1103","training",19,"LAYING","frequency_body_body_gyro_magnitude_mean_freq",-0.0199336248458333
"1104","training",19,"LAYING","frequency_body_body_gyro_jerk_magnitude_mean",-0.719519008752778
"1105","training",19,"LAYING","frequency_body_body_gyro_jerk_magnitude_std",-0.754223739441667
"1106","training",19,"LAYING","frequency_body_body_gyro_jerk_magnitude_mean_freq",0.128629739389444
