"dataSource" "subject_id" "activity" "variable" "mean"
"training" 14 "SITTING" "frequency_body_acceleration_jerk_std_x" -0.661460356953251
"training" 14 "SITTING" "frequency_body_acceleration_jerk_std_y" -0.60215894382322
"training" 14 "SITTING" "frequency_body_acceleration_jerk_std_z" -0.694424996467802
"training" 14 "SITTING" "frequency_body_acceleration_jerk_mean_freq_x" -0.148657336754489
"training" 14 "SITTING" "frequency_body_acceleration_jerk_mean_freq_y" -0.305355379229102
"training" 14 "SITTING" "frequency_body_acceleration_jerk_mean_freq_z" -0.239200679844272
"training" 14 "SITTING" "frequency_body_gyro_mean_x" -0.699166400749226
"training" 14 "SITTING" "frequency_body_gyro_mean_y" -0.50463317018839
"training" 14 "SITTING" "frequency_body_gyro_mean_z" -0.42391821438452
"training" 14 "SITTING" "frequency_body_gyro_std_x" -0.740052209854489
"training" 14 "SITTING" "frequency_body_gyro_std_y" -0.348864187370186
"training" 14 "SITTING" "frequency_body_gyro_std_z" -0.407672097170898
"training" 14 "SITTING" "frequency_body_gyro_mean_freq_x" -0.241341060754489
"training" 14 "SITTING" "frequency_body_gyro_mean_freq_y" -0.345434763249536
"training" 14 "SITTING" "frequency_body_gyro_mean_freq_z" -0.212818474897214
"training" 14 "SITTING" "frequency_body_acceleration_magnitude_mean" -0.490874179820433
"training" 14 "SITTING" "frequency_body_acceleration_magnitude_std" -0.548269930770588
"training" 14 "SITTING" "frequency_body_acceleration_magnitude_mean_freq" -0.0600681274123529
"training" 14 "SITTING" "frequency_body_body_acceleration_jerk_magnitude_mean" -0.596896308848452
"training" 14 "SITTING" "frequency_body_body_acceleration_jerk_magnitude_std" -0.619215144539319
"training" 14 "SITTING" "frequency_body_body_acceleration_jerk_magnitude_mean_freq" 0.137239545472136
"training" 14 "SITTING" "frequency_body_body_gyro_magnitude_mean" -0.543030528985449
"training" 14 "SITTING" "frequency_body_body_gyro_magnitude_std" -0.516930495917399
"training" 14 "SITTING" "frequency_body_body_gyro_magnitude_mean_freq" -0.138544755393189
"training" 14 "SITTING" "frequency_body_body_gyro_jerk_magnitude_mean" -0.717590101802972
"training" 14 "SITTING" "frequency_body_body_gyro_jerk_magnitude_std" -0.760560087962848
"training" 14 "SITTING" "frequency_body_body_gyro_jerk_magnitude_mean_freq" 0.0907579516695975
"training" 15 "LAYING" "time_body_acceleration_mean_x" 0.276774140473934
"training" 15 "LAYING" "time_body_acceleration_mean_y" -0.0182430061199526
"training" 15 "LAYING" "time_body_acceleration_mean_z" -0.112307531763033
"training" 15 "LAYING" "time_body_acceleration_std_x" -0.406653495418483
"training" 15 "LAYING" "time_body_acceleration_std_y" -0.365582862734123
"training" 15 "LAYING" "time_body_acceleration_std_z" -0.649987966488152
"training" 15 "LAYING" "time_gravity_acceleration_mean_x" 0.736471568587678
"training" 15 "LAYING" "time_gravity_acceleration_mean_y" 0.0435380526492891
"training" 15 "LAYING" "time_gravity_acceleration_mean_z" -0.035049230219763
"training" 15 "LAYING" "time_gravity_acceleration_std_x" -0.96533910478673
"training" 15 "LAYING" "time_gravity_acceleration_std_y" -0.95364169492891
"training" 15 "LAYING" "time_gravity_acceleration_std_z" -0.948677477251185
"training" 15 "LAYING" "time_body_acceleration_jerk_mean_x" 0.0768459616862559
"training" 15 "LAYING" "time_body_acceleration_jerk_mean_y" 0.00676471286966825
"training" 15 "LAYING" "time_body_acceleration_jerk_mean_z" -0.00571198412498104
"training" 15 "LAYING" "time_body_acceleration_jerk_std_x" -0.498419114018957
"training" 15 "LAYING" "time_body_acceleration_jerk_std_y" -0.501071002364455
"training" 15 "LAYING" "time_body_acceleration_jerk_std_z" -0.785587626004739
"training" 15 "LAYING" "time_body_gyro_mean_x" -0.0273263980553555
"training" 15 "LAYING" "time_body_gyro_mean_y" -0.0762294334203791
"training" 15 "LAYING" "time_body_gyro_mean_z" 0.0876343253600948
"training" 15 "LAYING" "time_body_gyro_std_x" -0.62851290407109
"training" 15 "LAYING" "time_body_gyro_std_y" -0.617407853814218
"training" 15 "LAYING" "time_body_gyro_std_z" -0.674341839194313
"training" 15 "LAYING" "time_body_gyro_jerk_mean_x" -0.0939061538246446
"training" 15 "LAYING" "time_body_gyro_jerk_mean_y" -0.0446592995800474
"training" 15 "LAYING" "time_body_gyro_jerk_mean_z" -0.0540399905691943
"training" 15 "LAYING" "time_body_gyro_jerk_std_x" -0.683266357677725
"training" 15 "LAYING" "time_body_gyro_jerk_std_y" -0.81104939
"training" 15 "LAYING" "time_body_gyro_jerk_std_z" -0.751557546540284
"training" 15 "LAYING" "time_body_acceleration_magnitude_mean" -0.393700499981801
"training" 15 "LAYING" "time_body_acceleration_magnitude_std" -0.424716973600664
"training" 15 "LAYING" "time_gravity_acceleration_magnitude_mean" -0.393700499981801
"training" 15 "LAYING" "time_gravity_acceleration_magnitude_std" -0.424716973600664
"training" 15 "LAYING" "time_body_acceleration_jerk_magnitude_mean" -0.557028503158626
"training" 15 "LAYING" "time_body_acceleration_jerk_magnitude_std" -0.513187221172038
"training" 15 "LAYING" "time_body_gyro_magnitude_mean" -0.519791478782464
"training" 15 "LAYING" "time_body_gyro_magnitude_std" -0.590092599221327
"training" 15 "LAYING" "time_body_gyro_jerk_magnitude_mean" -0.759827649526066
"training" 15 "LAYING" "time_body_gyro_jerk_magnitude_std" -0.801174265687204
"training" 15 "LAYING" "frequency_body_acceleration_mean_x" -0.446899242853081
"training" 15 "LAYING" "frequency_body_acceleration_mean_y" -0.396324239691469
"training" 15 "LAYING" "frequency_body_acceleration_mean_z" -0.689513864601896
"training" 15 "LAYING" "frequency_body_acceleration_std_x" -0.392726074149763
"training" 15 "LAYING" "frequency_body_acceleration_std_y" -0.390618404158294
"training" 15 "LAYING" "frequency_body_acceleration_std_z" -0.659126839369668
"training" 15 "LAYING" "frequency_body_acceleration_mean_freq_x" -0.253334628327962
"training" 15 "LAYING" "frequency_body_acceleration_mean_freq_y" 0.03573616785709
"training" 15 "LAYING" "frequency_body_acceleration_mean_freq_z" 0.0433205583103791
"training" 15 "LAYING" "frequency_body_acceleration_jerk_mean_x" -0.526737079908057
"training" 15 "LAYING" "frequency_body_acceleration_jerk_mean_y" -0.520188260755924
"training" 15 "LAYING" "frequency_body_acceleration_jerk_mean_z" -0.760575538687204
"training" 15 "LAYING" "frequency_body_acceleration_jerk_std_x" -0.513958039670379
"training" 15 "LAYING" "frequency_body_acceleration_jerk_std_y" -0.514537359565071
"training" 15 "LAYING" "frequency_body_acceleration_jerk_std_z" -0.809759000616114
"training" 15 "LAYING" "frequency_body_acceleration_jerk_mean_freq_x" -0.112561716876777
"training" 15 "LAYING" "frequency_body_acceleration_jerk_mean_freq_y" -0.223423367981043
"training" 15 "LAYING" "frequency_body_acceleration_jerk_mean_freq_z" -0.0868515032
"training" 15 "LAYING" "frequency_body_gyro_mean_x" -0.585164839312322
"training" 15 "LAYING" "frequency_body_gyro_mean_y" -0.690853516872038
"training" 15 "LAYING" "frequency_body_gyro_mean_z" -0.654443560208531
"training" 15 "LAYING" "frequency_body_gyro_std_x" -0.644832194701422
"training" 15 "LAYING" "frequency_body_gyro_std_y" -0.583131453384834
"training" 15 "LAYING" "frequency_body_gyro_std_z" -0.712003484597156
"training" 15 "LAYING" "frequency_body_gyro_mean_freq_x" -0.177228688692227
"training" 15 "LAYING" "frequency_body_gyro_mean_freq_y" -0.220588187704739
"training" 15 "LAYING" "frequency_body_gyro_mean_freq_z" -0.0443460044701422
"training" 15 "LAYING" "frequency_body_acceleration_magnitude_mean" -0.433559583665166
"training" 15 "LAYING" "frequency_body_acceleration_magnitude_std" -0.510007158478673
"training" 15 "LAYING" "frequency_body_acceleration_magnitude_mean_freq" 0.0446842194545024
"training" 15 "LAYING" "frequency_body_body_acceleration_jerk_magnitude_mean" -0.499043307067773
"training" 15 "LAYING" "frequency_body_body_acceleration_jerk_magnitude_std" -0.536544785117536
"training" 15 "LAYING" "frequency_body_body_acceleration_jerk_magnitude_mean_freq" 0.141086167830332
"training" 15 "LAYING" "frequency_body_body_gyro_magnitude_mean" -0.66259674492891
"training" 15 "LAYING" "frequency_body_body_gyro_magnitude_std" -0.615121864104265
"training" 15 "LAYING" "frequency_body_body_gyro_magnitude_mean_freq" -0.161768543574885
"training" 15 "LAYING" "frequency_body_body_gyro_jerk_magnitude_mean" -0.798769752085308
"training" 15 "LAYING" "frequency_body_body_gyro_jerk_magnitude_std" -0.819253405687204
"training" 15 "LAYING" "frequency_body_body_gyro_jerk_magnitude_mean_freq" 0.101842106646967
"training" 15 "SITTING" "time_body_acceleration_mean_x" 0.280809008017094
"training" 15 "SITTING" "time_body_acceleration_mean_y" -0.0132570659288889
"training" 15 "SITTING" "time_body_acceleration_mean_z" -0.113025363495726
"training" 15 "SITTING" "time_body_acceleration_std_x" -0.826851429401709
"training" 15 "SITTING" "time_body_acceleration_std_y" -0.691050465065556
"training" 15 "SITTING" "time_body_acceleration_std_z" -0.806190698290598
"training" 15 "SITTING" "time_gravity_acceleration_mean_x" 0.603031476957265
"training" 15 "SITTING" "time_gravity_acceleration_mean_y" 0.209283010478632
"training" 15 "SITTING" "time_gravity_acceleration_mean_z" 0.167747283709402
"training" 15 "SITTING" "time_gravity_acceleration_std_x" -0.974854731965812
"training" 15 "SITTING" "time_gravity_acceleration_std_y" -0.961288858119658
"training" 15 "SITTING" "time_gravity_acceleration_std_z" -0.944647789230769
"training" 15 "SITTING" "time_body_acceleration_jerk_mean_x" 0.0792114288461538
"training" 15 "SITTING" "time_body_acceleration_jerk_mean_y" 0.00152009843911966
"training" 15 "SITTING" "time_body_acceleration_jerk_mean_z" -0.00206178643661538
"training" 15 "SITTING" "time_body_acceleration_jerk_std_x" -0.850631311880342
"training" 15 "SITTING" "time_body_acceleration_jerk_std_y" -0.762466469229829
"training" 15 "SITTING" "time_body_acceleration_jerk_std_z" -0.898378291196581
"training" 15 "SITTING" "time_body_gyro_mean_x" -0.0295732821739316
"training" 15 "SITTING" "time_body_gyro_mean_y" -0.0752465887078632
"training" 15 "SITTING" "time_body_gyro_mean_z" 0.0961329630241026
"training" 15 "SITTING" "time_body_gyro_std_x" -0.820116960683761
"training" 15 "SITTING" "time_body_gyro_std_y" -0.873559637094017
"training" 15 "SITTING" "time_body_gyro_std_z" -0.807462596923077
"training" 15 "SITTING" "time_body_gyro_jerk_mean_x" -0.100031223103419
"training" 15 "SITTING" "time_body_gyro_jerk_mean_y" -0.0431672344152137
"training" 15 "SITTING" "time_body_gyro_jerk_mean_z" -0.0583139570564103
"training" 15 "SITTING" "time_body_gyro_jerk_std_x" -0.818156647435897
"training" 15 "SITTING" "time_body_gyro_jerk_std_y" -0.931336247094017
"training" 15 "SITTING" "time_body_gyro_jerk_std_z" -0.875100433760684
"training" 15 "SITTING" "time_body_acceleration_magnitude_mean" -0.768194785982906
"training" 15 "SITTING" "time_body_acceleration_magnitude_std" -0.79597625042735
"training" 15 "SITTING" "time_gravity_acceleration_magnitude_mean" -0.768194785982906
"training" 15 "SITTING" "time_gravity_acceleration_magnitude_std" -0.79597625042735
"training" 15 "SITTING" "time_body_acceleration_jerk_magnitude_mean" -0.831122100119658
"training" 15 "SITTING" "time_body_acceleration_jerk_magnitude_std" -0.82849657982906
"training" 15 "SITTING" "time_body_gyro_magnitude_mean" -0.794331126068376
"training" 15 "SITTING" "time_body_gyro_magnitude_std" -0.829068243247863
"training" 15 "SITTING" "time_body_gyro_jerk_magnitude_mean" -0.887257107264957
"training" 15 "SITTING" "time_body_gyro_jerk_magnitude_std" -0.901945432051282
"training" 15 "SITTING" "frequency_body_acceleration_mean_x" -0.830611793846154
"training" 15 "SITTING" "frequency_body_acceleration_mean_y" -0.708655836926581
"training" 15 "SITTING" "frequency_body_acceleration_mean_z" -0.835941643333333
"training" 15 "SITTING" "frequency_body_acceleration_std_x" -0.82564340974359
"training" 15 "SITTING" "frequency_body_acceleration_std_y" -0.701657807514103
"training" 15 "SITTING" "frequency_body_acceleration_std_z" -0.805758260940171
"training" 15 "SITTING" "frequency_body_acceleration_mean_freq_x" -0.156062980959829
"training" 15 "SITTING" "frequency_body_acceleration_mean_freq_y" 0.0771493069478632
"training" 15 "SITTING" "frequency_body_acceleration_mean_freq_z" 0.0408855120777778
"training" 15 "SITTING" "frequency_body_acceleration_jerk_mean_x" -0.853986995641026
"training" 15 "SITTING" "frequency_body_acceleration_jerk_mean_y" -0.770308716242735
"training" 15 "SITTING" "frequency_body_acceleration_jerk_mean_z" -0.886639470512821
"training" 15 "SITTING" "frequency_body_acceleration_jerk_std_x" -0.860732858974359
"training" 15 "SITTING" "frequency_body_acceleration_jerk_std_y" -0.770538620786325
"training" 15 "SITTING" "frequency_body_acceleration_jerk_std_z" -0.908865630769231
"training" 15 "SITTING" "frequency_body_acceleration_jerk_mean_freq_x" 0.065551703203906
"training" 15 "SITTING" "frequency_body_acceleration_jerk_mean_freq_y" -0.150493441852991
"training" 15 "SITTING" "frequency_body_acceleration_jerk_mean_freq_z" -0.0502162688709402
"training" 15 "SITTING" "frequency_body_gyro_mean_x" -0.807166423675214
"training" 15 "SITTING" "frequency_body_gyro_mean_y" -0.886694450854701
"training" 15 "SITTING" "frequency_body_gyro_mean_z" -0.813540323846154
"training" 15 "SITTING" "frequency_body_gyro_std_x" -0.825663846837607
"training" 15 "SITTING" "frequency_body_gyro_std_y" -0.867323219316239
"training" 15 "SITTING" "frequency_body_gyro_std_z" -0.823279706581197
"training" 15 "SITTING" "frequency_body_gyro_mean_freq_x" -0.0819909034700855
"training" 15 "SITTING" "frequency_body_gyro_mean_freq_y" -0.224931472142735
"training" 15 "SITTING" "frequency_body_gyro_mean_freq_z" -0.0825567520817094
"training" 15 "SITTING" "frequency_body_acceleration_magnitude_mean" -0.796290599726496
"training" 15 "SITTING" "frequency_body_acceleration_magnitude_std" -0.828611387435897
"training" 15 "SITTING" "frequency_body_acceleration_magnitude_mean_freq" 0.0916238208645299
"training" 15 "SITTING" "frequency_body_body_acceleration_jerk_magnitude_mean" -0.823607151196581
"training" 15 "SITTING" "frequency_body_body_acceleration_jerk_magnitude_std" -0.835266949905983
"training" 15 "SITTING" "frequency_body_body_acceleration_jerk_magnitude_mean_freq" 0.189635915875214
"training" 15 "SITTING" "frequency_body_body_gyro_magnitude_mean" -0.858269066666667
"training" 15 "SITTING" "frequency_body_body_gyro_magnitude_std" -0.840026069145299
"training" 15 "SITTING" "frequency_body_body_gyro_magnitude_mean_freq" -0.127881717177009
"training" 15 "SITTING" "frequency_body_body_gyro_jerk_magnitude_mean" -0.905389773931624
"training" 15 "SITTING" "frequency_body_body_gyro_jerk_magnitude_std" -0.904424235384615
"training" 15 "SITTING" "frequency_body_body_gyro_jerk_magnitude_mean_freq" 0.0842207039249573
"training" 16 "LAYING" "time_body_acceleration_mean_x" 0.277887440374317
"training" 16 "LAYING" "time_body_acceleration_mean_y" -0.0158567888309016
"training" 16 "LAYING" "time_body_acceleration_mean_z" -0.107263924445355
"training" 16 "LAYING" "time_body_acceleration_std_x" -0.668161498298634
"training" 16 "LAYING" "time_body_acceleration_std_y" -0.649947067892896
"training" 16 "LAYING" "time_body_acceleration_std_z" -0.603819902386066
"training" 16 "LAYING" "time_gravity_acceleration_mean_x" 0.700906130308743
"training" 16 "LAYING" "time_gravity_acceleration_mean_y" -0.0605235993797814
"training" 16 "LAYING" "time_gravity_acceleration_mean_z" 0.0402075536234973
"training" 16 "LAYING" "time_gravity_acceleration_std_x" -0.971156432131148
"training" 16 "LAYING" "time_gravity_acceleration_std_y" -0.964727519945355
"training" 16 "LAYING" "time_gravity_acceleration_std_z" -0.945294028639344
"training" 16 "LAYING" "time_body_acceleration_jerk_mean_x" 0.0775488885374317
"training" 16 "LAYING" "time_body_acceleration_jerk_mean_y" 0.00884018328270219
"training" 16 "LAYING" "time_body_acceleration_jerk_mean_z" -0.00143730005564208
"training" 16 "LAYING" "time_body_acceleration_jerk_std_x" -0.72786174352459
"training" 16 "LAYING" "time_body_acceleration_jerk_std_y" -0.735080198043716
"training" 16 "LAYING" "time_body_acceleration_jerk_std_z" -0.767873049380055
"training" 16 "LAYING" "time_body_gyro_mean_x" -0.0122341446725137
"training" 16 "LAYING" "time_body_gyro_mean_y" -0.0724444803980874
"training" 16 "LAYING" "time_body_gyro_mean_z" 0.0730144651530055
"training" 16 "LAYING" "time_body_gyro_std_x" -0.799534450491803
"training" 16 "LAYING" "time_body_gyro_std_y" -0.810124133715847
"training" 16 "LAYING" "time_body_gyro_std_z" -0.737629967961749
"training" 16 "LAYING" "time_body_gyro_jerk_mean_x" -0.107361614801257
"training" 16 "LAYING" "time_body_gyro_jerk_mean_y" -0.0416615668939617
"training" 16 "LAYING" "time_body_gyro_jerk_mean_z" -0.0539470410873497
"training" 16 "LAYING" "time_body_gyro_jerk_std_x" -0.858298719153005
"training" 16 "LAYING" "time_body_gyro_jerk_std_y" -0.86957312057377
"training" 16 "LAYING" "time_body_gyro_jerk_std_z" -0.837039926065574
"training" 16 "LAYING" "time_body_acceleration_magnitude_mean" -0.616131116889044
"training" 16 "LAYING" "time_body_acceleration_magnitude_std" -0.661719690491803
"training" 16 "LAYING" "time_gravity_acceleration_magnitude_mean" -0.616131116889044
"training" 16 "LAYING" "time_gravity_acceleration_magnitude_std" -0.661719690491803
"training" 16 "LAYING" "time_body_acceleration_jerk_magnitude_mean" -0.725246870486339
"training" 16 "LAYING" "time_body_acceleration_jerk_magnitude_std" -0.719647028238525
"training" 16 "LAYING" "time_body_gyro_magnitude_mean" -0.718168775628415
"training" 16 "LAYING" "time_body_gyro_magnitude_std" -0.78482286579235
"training" 16 "LAYING" "time_body_gyro_jerk_magnitude_mean" -0.860446372459016
"training" 16 "LAYING" "time_body_gyro_jerk_magnitude_std" -0.87480016568306
"training" 16 "LAYING" "frequency_body_acceleration_mean_x" -0.700885147341803
"training" 16 "LAYING" "frequency_body_acceleration_mean_y" -0.671572147098798
"training" 16 "LAYING" "frequency_body_acceleration_mean_z" -0.660989948160437
"training" 16 "LAYING" "frequency_body_acceleration_std_x" -0.656969045058415
"training" 16 "LAYING" "frequency_body_acceleration_std_y" -0.661844530506831
"training" 16 "LAYING" "frequency_body_acceleration_std_z" -0.605646725307104
"training" 16 "LAYING" "frequency_body_acceleration_mean_freq_x" -0.238570460241803
"training" 16 "LAYING" "frequency_body_acceleration_mean_freq_y" -0.0276434719766667
"training" 16 "LAYING" "frequency_body_acceleration_mean_freq_z" 0.0278234635724863
"training" 16 "LAYING" "frequency_body_acceleration_jerk_mean_x" -0.744662041612022
"training" 16 "LAYING" "frequency_body_acceleration_jerk_mean_y" -0.748627001551913
"training" 16 "LAYING" "frequency_body_acceleration_jerk_mean_z" -0.752302172079235
"training" 16 "LAYING" "frequency_body_acceleration_jerk_std_x" -0.73477673661306
"training" 16 "LAYING" "frequency_body_acceleration_jerk_std_y" -0.738434398105465
"training" 16 "LAYING" "frequency_body_acceleration_jerk_std_z" -0.782089515344262
"training" 16 "LAYING" "frequency_body_acceleration_jerk_mean_freq_x" -0.0318889109278689
"training" 16 "LAYING" "frequency_body_acceleration_jerk_mean_freq_y" -0.194511969031749
"training" 16 "LAYING" "frequency_body_acceleration_jerk_mean_freq_z" -0.170592442202459
"training" 16 "LAYING" "frequency_body_gyro_mean_x" -0.789780147036612
"training" 16 "LAYING" "frequency_body_gyro_mean_y" -0.815962130027322
"training" 16 "LAYING" "frequency_body_gyro_mean_z" -0.756286641721311
"training" 16 "LAYING" "frequency_body_gyro_std_x" -0.804991831502732
"training" 16 "LAYING" "frequency_body_gyro_std_y" -0.809421448142077
"training" 16 "LAYING" "frequency_body_gyro_std_z" -0.756993640724044
"training" 16 "LAYING" "frequency_body_gyro_mean_freq_x" -0.137899091231284
"training" 16 "LAYING" "frequency_body_gyro_mean_freq_y" -0.158018408842896
"training" 16 "LAYING" "frequency_body_gyro_mean_freq_z" -0.0538946293731967
"training" 16 "LAYING" "frequency_body_acceleration_magnitude_mean" -0.666962508246721
"training" 16 "LAYING" "frequency_body_acceleration_magnitude_std" -0.712680990765301
"training" 16 "LAYING" "frequency_body_acceleration_magnitude_mean_freq" 0.0558668214710383
"training" 16 "LAYING" "frequency_body_body_acceleration_jerk_magnitude_mean" -0.713167613706148
"training" 16 "LAYING" "frequency_body_body_acceleration_jerk_magnitude_std" -0.729869398769672
"training" 16 "LAYING" "frequency_body_body_acceleration_jerk_magnitude_mean_freq" 0.221683632275519
"training" 16 "LAYING" "frequency_body_body_gyro_magnitude_mean" -0.81712881920765
"training" 16 "LAYING" "frequency_body_body_gyro_magnitude_std" -0.802078223409836
"training" 16 "LAYING" "frequency_body_body_gyro_magnitude_mean_freq" -0.0501221341519126
"training" 16 "LAYING" "frequency_body_body_gyro_jerk_magnitude_mean" -0.87277228273224
"training" 16 "LAYING" "frequency_body_body_gyro_jerk_magnitude_std" -0.886533212213115
"training" 16 "LAYING" "frequency_body_body_gyro_jerk_magnitude_mean_freq" 0.153211239562049
"training" 17 "LAYING" "time_body_acceleration_mean_x" 0.274029548065217
"training" 17 "LAYING" "time_body_acceleration_mean_y" -0.0175416045074728
"training" 17 "LAYING" "time_body_acceleration_mean_z" -0.109199853130082
"training" 17 "LAYING" "time_body_acceleration_std_x" -0.608455243870734
"training" 17 "LAYING" "time_body_acceleration_std_y" -0.567005319464348
"training" 17 "LAYING" "time_body_acceleration_std_z" -0.660582755619022
"training" 17 "LAYING" "time_gravity_acceleration_mean_x" 0.69893741138587
"training" 17 "LAYING" "time_gravity_acceleration_mean_y" -0.013734698125
"training" 17 "LAYING" "time_gravity_acceleration_mean_z" -0.0177042428953804
"training" 17 "LAYING" "time_gravity_acceleration_std_x" -0.971771652907609
"training" 17 "LAYING" "time_gravity_acceleration_std_y" -0.958810046467391
"training" 17 "LAYING" "time_gravity_acceleration_std_z" -0.949039213831522
"training" 17 "LAYING" "time_body_acceleration_jerk_mean_x" 0.0814060565059783
"training" 17 "LAYING" "time_body_acceleration_jerk_mean_y" 0.00848949673339674
"training" 17 "LAYING" "time_body_acceleration_jerk_mean_z" 0.00270288011005435
"training" 17 "LAYING" "time_body_acceleration_jerk_std_x" -0.682603096154891
"training" 17 "LAYING" "time_body_acceleration_jerk_std_y" -0.668693821044565
"training" 17 "LAYING" "time_body_acceleration_jerk_std_z" -0.813339560652174
"training" 17 "LAYING" "time_body_gyro_mean_x" -0.0146686177049565
"training" 17 "LAYING" "time_body_gyro_mean_y" -0.082710926198038
"training" 17 "LAYING" "time_body_gyro_mean_z" 0.077025064375462
"training" 17 "LAYING" "time_body_gyro_std_x" -0.759011119945652
"training" 17 "LAYING" "time_body_gyro_std_y" -0.764867040625
"training" 17 "LAYING" "time_body_gyro_std_z" -0.720741038680163
"training" 17 "LAYING" "time_body_gyro_jerk_mean_x" -0.107854170946467
"training" 17 "LAYING" "time_body_gyro_jerk_mean_y" -0.039171944702962
"training" 17 "LAYING" "time_body_gyro_jerk_mean_z" -0.0508496510874185
"training" 17 "LAYING" "time_body_gyro_jerk_std_x" -0.788387981630435
"training" 17 "LAYING" "time_body_gyro_jerk_std_y" -0.825988662771739
"training" 17 "LAYING" "time_body_gyro_jerk_std_z" -0.808251302907609
"training" 17 "LAYING" "time_body_acceleration_magnitude_mean" -0.568367244093859
"training" 17 "LAYING" "time_body_acceleration_magnitude_std" -0.636074477703533
"training" 17 "LAYING" "time_gravity_acceleration_magnitude_mean" -0.568367244093859
"training" 17 "LAYING" "time_gravity_acceleration_magnitude_std" -0.636074477703533
"training" 17 "LAYING" "time_body_acceleration_jerk_magnitude_mean" -0.696465197235054
"training" 17 "LAYING" "time_body_acceleration_jerk_magnitude_std" -0.693946394750815
"training" 17 "LAYING" "time_body_gyro_magnitude_mean" -0.676185123284103
"training" 17 "LAYING" "time_body_gyro_magnitude_std" -0.750145260967391
"training" 17 "LAYING" "time_body_gyro_jerk_magnitude_mean" -0.810438232853261
"training" 17 "LAYING" "time_body_gyro_jerk_magnitude_std" -0.825255969701087
"training" 17 "LAYING" "frequency_body_acceleration_mean_x" -0.651780423718288
"training" 17 "LAYING" "frequency_body_acceleration_mean_y" -0.601741376260245
"training" 17 "LAYING" "frequency_body_acceleration_mean_z" -0.718947424896739
"training" 17 "LAYING" "frequency_body_acceleration_std_x" -0.59351017342337
"training" 17 "LAYING" "frequency_body_acceleration_std_y" -0.576930056063587
"training" 17 "LAYING" "frequency_body_acceleration_std_z" -0.656622932009511
"training" 17 "LAYING" "frequency_body_acceleration_mean_freq_x" -0.226292383353533
"training" 17 "LAYING" "frequency_body_acceleration_mean_freq_y" 0.00529992922366848
"training" 17 "LAYING" "frequency_body_acceleration_mean_freq_z" 0.00755635803706522
"training" 17 "LAYING" "frequency_body_acceleration_jerk_mean_x" -0.716681622653533
"training" 17 "LAYING" "frequency_body_acceleration_jerk_mean_y" -0.694754837788043
"training" 17 "LAYING" "frequency_body_acceleration_jerk_mean_z" -0.802528785896739
"training" 17 "LAYING" "frequency_body_acceleration_jerk_std_x" -0.67654494089212
"training" 17 "LAYING" "frequency_body_acceleration_jerk_std_y" -0.663158393238587
"training" 17 "LAYING" "frequency_body_acceleration_jerk_std_z" -0.822801747581522
"training" 17 "LAYING" "frequency_body_acceleration_jerk_mean_freq_x" -0.0799059758048913
"training" 17 "LAYING" "frequency_body_acceleration_jerk_mean_freq_y" -0.161634762970163
"training" 17 "LAYING" "frequency_body_acceleration_jerk_mean_freq_z" -0.162384817735924
"training" 17 "LAYING" "frequency_body_gyro_mean_x" -0.728710411180707
"training" 17 "LAYING" "frequency_body_gyro_mean_y" -0.774745258994565
"training" 17 "LAYING" "frequency_body_gyro_mean_z" -0.726857840652174
"training" 17 "LAYING" "frequency_body_gyro_std_x" -0.770057225710326
"training" 17 "LAYING" "frequency_body_gyro_std_y" -0.761335243695652
"training" 17 "LAYING" "frequency_body_gyro_std_z" -0.745101477910326
"training" 17 "LAYING" "frequency_body_gyro_mean_freq_x" -0.0811027581206794
"training" 17 "LAYING" "frequency_body_gyro_mean_freq_y" -0.106778297950136
"training" 17 "LAYING" "frequency_body_gyro_mean_freq_z" -0.0322664579146196
"training" 17 "LAYING" "frequency_body_acceleration_magnitude_mean" -0.646189154826902
"training" 17 "LAYING" "frequency_body_acceleration_magnitude_std" -0.687536943227717
"training" 17 "LAYING" "frequency_body_acceleration_magnitude_mean_freq" 0.035532440850462
"training" 17 "LAYING" "frequency_body_body_acceleration_jerk_magnitude_mean" -0.697575558993207
"training" 17 "LAYING" "frequency_body_body_acceleration_jerk_magnitude_std" -0.692595778979891
"training" 17 "LAYING" "frequency_body_body_acceleration_jerk_magnitude_mean_freq" 0.216394127864783
"training" 17 "LAYING" "frequency_body_body_gyro_magnitude_mean" -0.769498551467391
"training" 17 "LAYING" "frequency_body_body_gyro_magnitude_std" -0.782232494673913
"training" 17 "LAYING" "frequency_body_body_gyro_magnitude_mean_freq" 0.00488337138671196
"training" 17 "LAYING" "frequency_body_body_gyro_jerk_magnitude_mean" -0.829124468315217
"training" 17 "LAYING" "frequency_body_body_gyro_jerk_magnitude_std" -0.833701023152174
"training" 17 "LAYING" "frequency_body_body_gyro_jerk_magnitude_mean_freq" 0.232792536134511
"training" 19 "LAYING" "time_body_acceleration_mean_x" 0.269723487105556
"training" 19 "LAYING" "time_body_acceleration_mean_y" -0.0182031515710306
"training" 19 "LAYING" "time_body_acceleration_mean_z" -0.118277180099383
"training" 19 "LAYING" "time_body_acceleration_std_x" -0.574658922919194
"training" 19 "LAYING" "time_body_acceleration_std_y" -0.507035084992639
"training" 19 "LAYING" "time_body_acceleration_std_z" -0.649184726556944
"training" 19 "LAYING" "time_gravity_acceleration_mean_x" 0.475323016
"training" 19 "LAYING" "time_gravity_acceleration_mean_y" 0.0964052626666667
